DATE,SHARE_CODE,ISSUER_NAME,INVESTOR_NAME,TOTAL_HOLDING_SHARES,PERCENTAGE,LOCAL_FOREIGN,INVESTOR_TYPE
27-Feb-2026,CEKA,WILMAR CAHAYA INDONESIA Tbk,"SENTRATAMA NIAGA INDONESIA, PT",517.771.000,"87,02",L,CP
27-Feb-2026,CEKA,WILMAR CAHAYA INDONESIA Tbk,RISING SHINE INVESTMENTS LIMITED,29.490.000,"4,96",A,CP
27-Feb-2026,CEKA,WILMAR CAHAYA INDONESIA Tbk,DRS SURONO SUBEKTI,12.164.400,"2,04",L,ID
27-Feb-2026,CEKA,WILMAR CAHAYA INDONESIA Tbk,GANDA THIO,7.439.600,"1,25",L,ID
27-Feb-2026,CENT,CENTRATAMA TELEKOMUNIKASI INDONESIA Tbk,EP ID HOLDINGS PTE.LTD,28.741.393.732,"92,17",A,CP
27-Feb-2026,CENT,CENTRATAMA TELEKOMUNIKASI INDONESIA Tbk,UOB KAY HIAN PRIVATE LIMITED,1.247.838.596,"4,00",A,SC
27-Feb-2026,CFIN,CLIPAN FINANCE INDONESIA Tbk,"BANK PAN INDONESIA TBK, PT",2.051.431.264,"51,49",L,IB
27-Feb-2026,CFIN,CLIPAN FINANCE INDONESIA Tbk,FIDELITY FUNDS,327.759.425,"8,23",A,MF
27-Feb-2026,CFIN,CLIPAN FINANCE INDONESIA Tbk,HAIYANTO,159.167.300,"3,99",L,ID
27-Feb-2026,CFIN,CLIPAN FINANCE INDONESIA Tbk,UOB KAY HIAN PRIVATE LIMITED,102.218.200,"2,57",A,SC
27-Feb-2026,CFIN,CLIPAN FINANCE INDONESIA Tbk,DRS SURONO SUBEKTI,101.839.700,"2,56",L,ID
27-Feb-2026,CFIN,CLIPAN FINANCE INDONESIA Tbk,OCBC SECURITIES PRIVATE LIMITED,64.834.400,"1,63",A,SC
27-Feb-2026,CFIN,CLIPAN FINANCE INDONESIA Tbk,"PANIN SEKURITAS Tbk, PT",63.561.800,"1,60",L,SC
27-Feb-2026,CFIN,CLIPAN FINANCE INDONESIA Tbk,LO KHENG HONG. DRS,63.141.100,"1,58",L,ID
27-Feb-2026,CFIN,CLIPAN FINANCE INDONESIA Tbk,RIDOAN MADJUKIE,62.000.000,"1,56",L,ID
27-Feb-2026,CFIN,CLIPAN FINANCE INDONESIA Tbk,REKSA DANA PANIN DANA MAKSIMA,60.248.800,"1,51",L,MF
27-Feb-2026,CFIN,CLIPAN FINANCE INDONESIA Tbk,MAYBANK SECURITIES PTE. LTD.,48.919.100,"1,23",A,SC
27-Feb-2026,CGAS,CITRA NUSANTARA GEMILANG Tbk,PT PETRO ASIA ENERGY,572.570.000,"32,32",L,CP
27-Feb-2026,CGAS,CITRA NUSANTARA GEMILANG Tbk,DHARMA MULIA JAYA,379.750.000,"21,44",L,CP
27-Feb-2026,CGAS,CITRA NUSANTARA GEMILANG Tbk,CIPTA NYATA GEMILANG,161.200.000,"9,10",L,CP
27-Feb-2026,CGAS,CITRA NUSANTARA GEMILANG Tbk,TIRTA MARITIM NUSANTARA,126.480.000,"7,14",L,CP
27-Feb-2026,CGAS,CITRA NUSANTARA GEMILANG Tbk,ILHAM MAGGRI,42.500.000,"2,40",L,ID
27-Feb-2026,CGAS,CITRA NUSANTARA GEMILANG Tbk,PURWOKO,35.965.900,"2,03",L,ID
27-Feb-2026,CGAS,CITRA NUSANTARA GEMILANG Tbk,R HARI PRABOWO ST,31.778.400,"1,79",L,ID
27-Feb-2026,CGAS,CITRA NUSANTARA GEMILANG Tbk,QUWAWMOON,29.329.100,"1,66",L,ID
27-Feb-2026,CHEK,DIASTIKA BIOTEKINDO Tbk,OPTEL INVESTAMA MULIA,2.488.367.736,"60,50",L,CP
27-Feb-2026,CHEK,DIASTIKA BIOTEKINDO Tbk,DRA TH M NELLY SUSANTI,650.179.697,"15,81",L,ID
27-Feb-2026,CHEK,DIASTIKA BIOTEKINDO Tbk,MIRXES PTE LTD,114.292.300,"2,78",A,CP
27-Feb-2026,CHEK,DIASTIKA BIOTEKINDO Tbk,HEALTHY ALLIANCE LIMITED,93.625.876,"2,28",A,CP
27-Feb-2026,CHEK,DIASTIKA BIOTEKINDO Tbk,STRAITS VENTURE CAPITAL LTD,79.073.800,"1,92",A,CP
27-Feb-2026,CHEM,CHEMSTAR INDONESIA Tbk,PT TUNAS BAHTERA HARUM,1.164.000.000,"68,47",L,CP
27-Feb-2026,CHEM,CHEMSTAR INDONESIA Tbk,FELIX KURNIAWAN,67.232.400,"3,95",L,ID
27-Feb-2026,CHEM,CHEMSTAR INDONESIA Tbk,PT PILAR FORSA NUSA,50.000.000,"2,94",L,CP
27-Feb-2026,CHEM,CHEMSTAR INDONESIA Tbk,SITTI FATIMAH ZAHRA,36.935.500,"2,17",L,ID
27-Feb-2026,CHEM,CHEMSTAR INDONESIA Tbk,IR MUHAMMAD YUSRIZKI MULIAWAN,36.609.400,"2,15",L,ID
27-Feb-2026,CHEM,CHEMSTAR INDONESIA Tbk,EDUARDUS TJOENG,33.587.500,"1,98",L,ID
27-Feb-2026,CHIP,PELITA TEKNOLOGI GLOBAL Tbk,KARYA PERMATA BERKAT JAYA PT,480.480.000,"59,61",L,CP
27-Feb-2026,CHIP,PELITA TEKNOLOGI GLOBAL Tbk,WILMAR SEJAHTERA ASIA PT,30.300.000,"3,76",L,CP
27-Feb-2026,CHIP,PELITA TEKNOLOGI GLOBAL Tbk,BARAN SURYAMAS LAMA PT,30.300.000,"3,76",L,CP
27-Feb-2026,CHIP,PELITA TEKNOLOGI GLOBAL Tbk,ANEKA TARUNA SELARAS PT,30.300.000,"3,76",L,CP
27-Feb-2026,CHIP,PELITA TEKNOLOGI GLOBAL Tbk,SURYA PELANGI CAHAYA PT,30.300.000,"3,76",L,CP
27-Feb-2026,CHIP,PELITA TEKNOLOGI GLOBAL Tbk,DJAJA ISKANDAR PUTRA,18.780.800,"2,33",L,ID
27-Feb-2026,CHIP,PELITA TEKNOLOGI GLOBAL Tbk,NATHAN TIRTANA,14.596.900,"1,81",L,ID
27-Feb-2026,CHIP,PELITA TEKNOLOGI GLOBAL Tbk,DAVID TANDRIS,11.863.861,"1,47",L,ID
27-Feb-2026,CHIP,PELITA TEKNOLOGI GLOBAL Tbk,FEBRIYANTO SANTIAGO MOLEH,9.376.500,"1,16",L,ID
27-Feb-2026,CHIP,PELITA TEKNOLOGI GLOBAL Tbk,WELLY SETIADI SALIM,8.395.000,"1,04",L,ID
27-Feb-2026,CHIP,PELITA TEKNOLOGI GLOBAL Tbk,CAKRA ARAH SELATAN CV,8.215.100,"1,02",L,CP
27-Feb-2026,CINT,CHITOSE INTERNASIONAL Tbk,PT.TRITIRTA INTI MANDIRI,532.646.100,"53,26",L,CP
27-Feb-2026,CINT,CHITOSE INTERNASIONAL Tbk,NIVEN HOLDINGS LIMITED,60.194.800,"6,02",A,IB
27-Feb-2026,CINT,CHITOSE INTERNASIONAL Tbk,KIKY SUHERLAN,50.000.000,"5,00",L,ID
27-Feb-2026,CINT,CHITOSE INTERNASIONAL Tbk,DEDIE SUHERLAN,50.000.000,"5,00",L,ID
27-Feb-2026,CINT,CHITOSE INTERNASIONAL Tbk,UBS AG SINGAPORE BRANCH,49.000.000,"4,90",A,IB
27-Feb-2026,CINT,CHITOSE INTERNASIONAL Tbk,CASCADEN INVESTMENT LIMITED,35.956.700,"3,60",A,IB
27-Feb-2026,CINT,CHITOSE INTERNASIONAL Tbk,BAYRON INVESTMENT GROUP LTD,35.667.250,"3,57",A,OT
27-Feb-2026,CINT,CHITOSE INTERNASIONAL Tbk,PT TRISULA INTERNATIONAL TBK,34.979.000,"3,50",L,CP
27-Feb-2026,CINT,CHITOSE INTERNASIONAL Tbk,PT TRIMAS SARANA GARMENT INDUSTRY,25.835.800,"2,58",L,CP
27-Feb-2026,CINT,CHITOSE INTERNASIONAL Tbk,PHILLIP SECURITIES PTE LTD,19.250.000,"1,93",A,SC
27-Feb-2026,CINT,CHITOSE INTERNASIONAL Tbk,PT. TRIMEX SARANA TRISULA,15.554.000,"1,56",L,CP
27-Feb-2026,CINT,CHITOSE INTERNASIONAL Tbk,"BINA ANALISINDO SEMESTA, PT",12.250.000,"1,23",,
27-Feb-2026,CINT,CHITOSE INTERNASIONAL Tbk,BOQUETE GROUP S.A.,10.339.150,"1,03",A,IB
27-Feb-2026,CITA,CITA MINERAL INVESTINDO Tbk,GLENCORE INTERNATIONAL INVESTMENTS LTD.,1.251.999.084,"31,61",A,OT
27-Feb-2026,CITA,CITA MINERAL INVESTINDO Tbk,HARITA JAYARAYA,2.394.245.958,"60,46",L,CP
27-Feb-2026,CITA,CITA MINERAL INVESTINDO Tbk,PT ALAMTRI INDO ALUMINIUM,142.648.700,"3,60",L,CP
27-Feb-2026,CITA,CITA MINERAL INVESTINDO Tbk,UOB KAY HIAN PRIVATE LIMITED,115.873.940,"2,93",A,SC
27-Feb-2026,CITY,NATURA CITY DEVELOPMENTS Tbk,PT SAKTI GENERASI PERDANA,1.115.000.000,"20,63",L,CP
27-Feb-2026,CITY,NATURA CITY DEVELOPMENTS Tbk,"TUNAS TUMBUH BERKEMBANG, PT",534.427.000,"9,89",,
27-Feb-2026,CITY,NATURA CITY DEVELOPMENTS Tbk,GOLDEN CAPITAL FOUNDATION,510.000.000,"9,44",,
27-Feb-2026,CITY,NATURA CITY DEVELOPMENTS Tbk,"KARYA CAKRAWALA PERDANA, PT",313.902.870,"5,81",,
27-Feb-2026,CITY,NATURA CITY DEVELOPMENTS Tbk,"GEMA KARYA INSAN, PT",269.000.000,"4,98",,
27-Feb-2026,CITY,NATURA CITY DEVELOPMENTS Tbk,PT ASA KENCANA MAKMUR,266.000.000,"4,92",,
27-Feb-2026,CITY,NATURA CITY DEVELOPMENTS Tbk,QUEEN BRIDGE INVESTMENTS LIMITED,260.000.000,"4,81",,
27-Feb-2026,CITY,NATURA CITY DEVELOPMENTS Tbk,PT GUNUNG NUSA INDAH,250.000.000,"4,63",,
27-Feb-2026,CITY,NATURA CITY DEVELOPMENTS Tbk,PT MANIKA ELOK CEMERLANG,250.000.000,"4,63",,
27-Feb-2026,CITY,NATURA CITY DEVELOPMENTS Tbk,PT SURYA CIPTA UTAMA,240.000.000,"4,44",,
27-Feb-2026,CITY,NATURA CITY DEVELOPMENTS Tbk,CAHAYA OBOR DAMAI,235.200.000,"4,35",L,CP
27-Feb-2026,CITY,NATURA CITY DEVELOPMENTS Tbk,NUANSA INDAH KEMILAU,212.522.000,"3,93",L,CP
27-Feb-2026,CITY,NATURA CITY DEVELOPMENTS Tbk,PACIFIK MANAGEMENT BUANA,210.000.000,"3,89",L,CP
27-Feb-2026,CITY,NATURA CITY DEVELOPMENTS Tbk,PT ASA INSAN SAMPURNA,265.000.000,"4,90",,
27-Feb-2026,CITY,NATURA CITY DEVELOPMENTS Tbk,"MAHA GEMILANG SEJAHTERA, PT",155.225.000,"2,87",L,CP
27-Feb-2026,CLAY,CITRA PUTRA REALTY Tbk,CITRA PUTRA MANDIRI PT,1.998.750.000,"77,77",,
27-Feb-2026,CLAY,CITRA PUTRA REALTY Tbk,ABI HASNI TAHIR,122.000.000,"4,75",L,ID
27-Feb-2026,CLAY,CITRA PUTRA REALTY Tbk,DODI SUHARTONO ABDULKADIR,122.000.000,"4,75",L,ID
27-Feb-2026,CLAY,CITRA PUTRA REALTY Tbk,RUKI,117.000.000,"4,55",L,ID
27-Feb-2026,CLAY,CITRA PUTRA REALTY Tbk,ALBERT PHILIP,55.065.000,"2,14",L,ID
27-Feb-2026,CLAY,CITRA PUTRA REALTY Tbk,PUTRI SELARAS,51.250.000,"1,99",L,ID
27-Feb-2026,CLAY,CITRA PUTRA REALTY Tbk,PT BIOFUEL INDO SUMATRA,44.843.667,"1,74",L,CP
27-Feb-2026,CLAY,CITRA PUTRA REALTY Tbk,RAJA SAPTA ERVIAN,42.068.266,"1,64",L,ID
27-Feb-2026,CLEO,SARIGUNA PRIMATIRTA Tbk,PT. TANCORP GLOBAL ABADI,13.469.824.800,"56,12",L,CP
27-Feb-2026,CLEO,SARIGUNA PRIMATIRTA Tbk,PT TANCORP GLOBAL SENTOSA,5.061.400.000,"21,09",L,CP
27-Feb-2026,CLEO,SARIGUNA PRIMATIRTA Tbk,"TUDUNG PUTRA PUTRI JAYA, PT",985.757.800,"4,11",L,CP
27-Feb-2026,CLEO,SARIGUNA PRIMATIRTA Tbk,PT. MULIA PRIMA TUNGGAL,700.000.000,"2,92",L,CP
27-Feb-2026,CLEO,SARIGUNA PRIMATIRTA Tbk,"BERKAT NIRWANA SENTOSA, PT",700.000.000,"2,92",L,CP
27-Feb-2026,CLEO,SARIGUNA PRIMATIRTA Tbk,DRS SURONO SUBEKTI,292.720.000,"1,22",L,ID
27-Feb-2026,CLPI,COLORPAK INDONESIA Tbk,PT. INK COLOR INT PTE.LTD WM CLIENT,156.230.000,"51,00",A,CP
27-Feb-2026,CLPI,COLORPAK INDONESIA Tbk,PT. BUKIT JAYA SEMESTA,22.755.300,"7,43",L,CP
27-Feb-2026,CLPI,COLORPAK INDONESIA Tbk,CHANDRA NATALIE WIDJAJA,20.364.500,"6,65",L,ID
27-Feb-2026,CLPI,COLORPAK INDONESIA Tbk,SANTOSO JIEMY,12.159.000,"3,97",L,ID
27-Feb-2026,CLPI,COLORPAK INDONESIA Tbk,TJIA HWIE TJIN,8.000.000,"2,61",L,ID
27-Feb-2026,CLPI,COLORPAK INDONESIA Tbk,TJIA TJOEN HOK,6.867.700,"2,24",L,ID
27-Feb-2026,CLPI,COLORPAK INDONESIA Tbk,SYLVIA INDRASARI NUGROHO,6.190.000,"2,02",L,ID
27-Feb-2026,CLPI,COLORPAK INDONESIA Tbk,NITA WULANSARI NUGROHO,6.190.000,"2,02",L,ID
27-Feb-2026,CLPI,COLORPAK INDONESIA Tbk,MARLON SUYANTHIO,4.806.400,"1,57",L,ID
27-Feb-2026,CLPI,COLORPAK INDONESIA Tbk,SUTRISNO,3.683.500,"1,20",L,ID
27-Feb-2026,CLPI,COLORPAK INDONESIA Tbk,WINARDI PRANATAJAYA,3.141.000,"1,03",L,ID
27-Feb-2026,CLPI,COLORPAK INDONESIA Tbk,RICKY DONALS,3.106.500,"1,01",L,ID
27-Feb-2026,CMNP,CITRA MARGA NUSAPHALA PERSADA Tbk,BP2S SG/BNP PARIBAS SINGAPORE BRANCH WEALTH MANAGEMENT,3.974.436.274,"59,35",A,OT
27-Feb-2026,CMNP,CITRA MARGA NUSAPHALA PERSADA Tbk,FEISAL HAMKA,335.084.474,"5,00",L,ID
27-Feb-2026,CMNP,CITRA MARGA NUSAPHALA PERSADA Tbk,LENA T BURHANUDIN,334.559.700,"5,00",L,ID
27-Feb-2026,CMNP,CITRA MARGA NUSAPHALA PERSADA Tbk,FITRIA YUSUF,334.195.400,"4,99",L,ID
27-Feb-2026,CMNP,CITRA MARGA NUSAPHALA PERSADA Tbk,FARID HAMKA,333.828.574,"4,99",L,ID
27-Feb-2026,CMNP,CITRA MARGA NUSAPHALA PERSADA Tbk,MERAH PUTIH INTERNATIONAL LIMITED,331.989.901,"4,96",A,CP
27-Feb-2026,CMNP,CITRA MARGA NUSAPHALA PERSADA Tbk,MOHAMAD JUSUF HAMKA,258.666.296,"3,86",L,ID
27-Feb-2026,CMNP,CITRA MARGA NUSAPHALA PERSADA Tbk,ENDANG LESTARI PUJIASTUTI,240.144.250,"3,59",L,ID
27-Feb-2026,CMNP,CITRA MARGA NUSAPHALA PERSADA Tbk,IEVAN DANIAR SUMAMPOW,167.076.500,"2,50",L,ID
27-Feb-2026,CMNP,CITRA MARGA NUSAPHALA PERSADA Tbk,AGUS WIDAGDO,147.930.750,"2,21",L,ID
27-Feb-2026,CMNP,CITRA MARGA NUSAPHALA PERSADA Tbk,IEFENN ADRIANNE SUMAMPOW,86.212.220,"1,29",L,ID
27-Feb-2026,CMNT,CEMINDO GEMILANG Tbk,WH INVESTMENTS PTE. LTD.,14.962.904.000,"87,37",A,CP
27-Feb-2026,CMNT,CEMINDO GEMILANG Tbk,CHINA PARADISE H.K. LIMITED,518.839.500,"3,03",A,CP
27-Feb-2026,CMNT,CEMINDO GEMILANG Tbk,GRANDHAM LIMITED,506.332.600,"2,96",A,CP
27-Feb-2026,CMNT,CEMINDO GEMILANG Tbk,"SURYA TENGGARA BUANA, PT",381.025.900,"2,22",L,CP
27-Feb-2026,CMNT,CEMINDO GEMILANG Tbk,UBS AG SINGAPORE BRANCH,296.069.700,"1,73",A,IB
27-Feb-2026,CMNT,CEMINDO GEMILANG Tbk,PT GAMA GROUP,190.000.000,"1,11",L,CP
27-Feb-2026,CMPP,AIRASIA INDONESIA Tbk,AIRASIA AVIATION GROUP LIMITED,4.942.013.300,"46,25",A,CP
27-Feb-2026,CMPP,AIRASIA INDONESIA Tbk,PT. FERSINDO NUSAPERKASA,4.931.915.000,"46,16",L,CP
27-Feb-2026,CMPP,AIRASIA INDONESIA Tbk,PT DANATAMA MAKMUR SEKURITAS,400.000.000,"3,74",L,SC
27-Feb-2026,CMRY,CISARUA MOUNTAIN DAIRY Tbk,BAMBANG SUTANTIO,4.250.000.000,"53,56",L,ID
27-Feb-2026,CMRY,CISARUA MOUNTAIN DAIRY Tbk,FARELL GRANDISURI,608.558.900,"7,67",L,ID
27-Feb-2026,CMRY,CISARUA MOUNTAIN DAIRY Tbk,WENZEL SUTANTIO,561.807.600,"7,08",L,ID
27-Feb-2026,CMRY,CISARUA MOUNTAIN DAIRY Tbk,AXEL SUTANTIO,537.003.200,"6,77",L,ID
27-Feb-2026,CMRY,CISARUA MOUNTAIN DAIRY Tbk,GENERAL ATLANTIC SINGAPORE CMR PTE. LTD.,447.777.778,"5,64",A,CP
27-Feb-2026,CMRY,CISARUA MOUNTAIN DAIRY Tbk,MITSUBISHI UFJ MORGAN STANLEY SECURITIES CO LTD-CLIENT ACCOUNT,111.945.500,"1,41",A,SC
27-Feb-2026,CMRY,CISARUA MOUNTAIN DAIRY Tbk,PT PRUDENTIAL LIFE ASSURANCE,80.550.800,"1,02",L,IS
27-Feb-2026,CNKO,EXPLOITASI ENERGI INDONESIA Tbk,ANDERSON BAY PTE LTD,4.083.459.543,"45,59",A,CP
27-Feb-2026,CNKO,EXPLOITASI ENERGI INDONESIA Tbk,ALAN KUNTJORO,179.200.000,"2,00",L,ID
27-Feb-2026,CNKO,EXPLOITASI ENERGI INDONESIA Tbk,PT SAIBATAMA INTERNASIONAL MANDIRI,174.285.211,"1,95",L,CP
27-Feb-2026,CNKO,EXPLOITASI ENERGI INDONESIA Tbk,NIXON JACOBUS SILFANUS,163.219.100,"1,82",L,ID
27-Feb-2026,CNKO,EXPLOITASI ENERGI INDONESIA Tbk,VIVI GUNAWAN,150.000.000,"1,67",L,ID
27-Feb-2026,CNMA,NUSANTARA SEJAHTERA RAYA Tbk,PT. HARKATJAYA BUMIPERSADA,45.000.000.000,"53,99",L,CP
27-Feb-2026,CNMA,NUSANTARA SEJAHTERA RAYA Tbk,SALWEEN INVESTMENT PTE LTD,18.760.000.000,"22,51",A,CP
27-Feb-2026,CNMA,NUSANTARA SEJAHTERA RAYA Tbk,PT. ADI PRATAMA NUSANTARA,11.250.000.000,"13,50",L,CP
27-Feb-2026,CNMA,NUSANTARA SEJAHTERA RAYA Tbk,PT NUSANTARA SEJAHTERA RAYA TBK,1.698.015.400,"2,04",L,CP
27-Feb-2026,CNMA,NUSANTARA SEJAHTERA RAYA Tbk,ALBIZIA ASEAN TENGGARA FUND,1.188.309.900,"1,43",A,CP
27-Feb-2026,CNTX,CENTEX Tbk SERI A PREFEREN,PT PROSPECT MOTOR,23.941.000,"34,20",L,CP
27-Feb-2026,CNTX,CENTEX Tbk SERI A PREFEREN,PT EASTERNTEX,20.298.000,"29,00",,
27-Feb-2026,CNTX,CENTEX Tbk SERI A PREFEREN,PENFABRIC SDN BERHAD,11.546.054,"16,49",A,CP
27-Feb-2026,CNTX,CENTEX Tbk SERI A PREFEREN,TORAY INDUSTRIES INC,4.000.000,"5,71",,
27-Feb-2026,CNTX,CENTEX Tbk SERI A PREFEREN,BUDIMAN KENCANA LESTARI,3.310.000,"4,73",L,CP
27-Feb-2026,CNTX,CENTEX Tbk SERI A PREFEREN,USMAN,1.807.800,"2,58",L,ID
27-Feb-2026,COAL,BLACK DIAMOND RESOURCES Tbk,SUJAKA LAYS,2.180.789.500,"34,89",L,ID
27-Feb-2026,COAL,BLACK DIAMOND RESOURCES Tbk,ARIE RINALDI,375.000.000,"6,00",L,ID
27-Feb-2026,COAL,BLACK DIAMOND RESOURCES Tbk,HERRY SEN,250.000.000,"4,00",L,ID
27-Feb-2026,COAL,BLACK DIAMOND RESOURCES Tbk,"SELUAS LAUTAN INDONESIA, PT",133.188.100,"2,13",L,CP
27-Feb-2026,COAL,BLACK DIAMOND RESOURCES Tbk,YUDI SETIAWAN,97.526.400,"1,56",L,ID
27-Feb-2026,COAL,BLACK DIAMOND RESOURCES Tbk,CHRIST SOENOTO,78.750.000,"1,26",L,ID
27-Feb-2026,COCO,WAHANA INTERFOOD NUSANTARA Tbk,MAHOGANY GLOBAL INVESTMENT PTE.LTD,1.826.864.604,"51,32",A,CP
27-Feb-2026,COCO,WAHANA INTERFOOD NUSANTARA Tbk,DBS BANK LTD.,186.514.644,"5,24",A,IB
27-Feb-2026,COCO,WAHANA INTERFOOD NUSANTARA Tbk,MARUARAR SIRAIT,117.910.500,"3,31",L,ID
27-Feb-2026,COCO,WAHANA INTERFOOD NUSANTARA Tbk,IR. P. SUDARTO,100.299.100,"2,82",L,ID
27-Feb-2026,COCO,WAHANA INTERFOOD NUSANTARA Tbk,PT TRIMEGAH SEKURITAS INDONESIA TBK,80.000.100,"2,25",L,SC
27-Feb-2026,COCO,WAHANA INTERFOOD NUSANTARA Tbk,PT. PURI DAMAI SEJAHTERA,79.331.100,"2,23",L,CP
27-Feb-2026,COCO,WAHANA INTERFOOD NUSANTARA Tbk,PT MITRA SAWIT BARU,60.907.250,"1,71",L,CP
27-Feb-2026,COCO,WAHANA INTERFOOD NUSANTARA Tbk,PT. INTER JAYA CORPORA,50.605.750,"1,42",L,CP
27-Feb-2026,COCO,WAHANA INTERFOOD NUSANTARA Tbk,LEE YAN GWAN,47.900.000,"1,35",A,ID
27-Feb-2026,COCO,WAHANA INTERFOOD NUSANTARA Tbk,ANTHONIO,44.856.500,"1,26",L,ID
27-Feb-2026,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"MEGAH PERKASA INVESTINDO, PT",3.527.001.000,"23,98",L,CP
27-Feb-2026,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"BAHANA NUSANTARA INDOJAYA, PT",2.931.249.000,"19,93",L,CP
27-Feb-2026,COIN,INDOKRIPTO KOIN SEMESTA Tbk,IR.H.BUDI MARDIONO,1.166.750.000,"7,93",L,ID
27-Feb-2026,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"TEKNOLOGI ANAK NUSANTARA, PT",750.000.000,"5,10",L,CP
27-Feb-2026,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"GRAHA PUTRA MENTARI, PT",500.000.000,"3,40",L,CP
27-Feb-2026,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"CAKRAWALA INDOTAMA ABADI, PT",500.000.000,"3,40",L,CP
27-Feb-2026,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"DUTA PERKASA TEKNOLOGI, PT",500.000.000,"3,40",L,CP
27-Feb-2026,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"FAJAR INFORMATIKA PERKASA, PT",500.000.000,"3,40",L,CP
27-Feb-2026,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"HARMONI SENTOSA NUSANTARA, PT",500.000.000,"3,40",L,CP
27-Feb-2026,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"MANTRA PERMATA SEJAHTERA, PT",468.750.000,"3,19",L,CP
27-Feb-2026,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"SURYA DIGITAL GEMILANG, PT",468.750.000,"3,19",L,CP
27-Feb-2026,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"ENERGI HARMONI PERKASA, PT",375.000.000,"2,55",L,CP
27-Feb-2026,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"ARSARI NUSA INVESTAMA, PT",294.117.600,"2,00",L,IB
27-Feb-2026,COIN,INDOKRIPTO KOIN SEMESTA Tbk,PT. WASAMAS INVESTAMA NUSANTARA,220.000.000,"1,50",L,CP
27-Feb-2026,COIN,INDOKRIPTO KOIN SEMESTA Tbk,"SENTRA DANA KAPITAL, PT",187.500.000,"1,27",L,CP
27-Feb-2026,COWL,COWELL DEVELOPMENT Tbk,PT Gama Nusapala,3.464.639.204,"71,12",L,CP
27-Feb-2026,COWL,COWELL DEVELOPMENT Tbk,FERAL INVESTMENT INC,699.040.539,"14,35",A,CP
27-Feb-2026,COWL,COWELL DEVELOPMENT Tbk,Earvin Limited,395.470.500,"8,12",A,CP
27-Feb-2026,COWL,COWELL DEVELOPMENT Tbk,PT KRISTAL DAYA KENCANA,110.694.600,"2,27",L,CP
27-Feb-2026,COWL,COWELL DEVELOPMENT Tbk,REKSA DANA EMCO MANTAP,76.758.400,"1,58",L,MF
27-Feb-2026,CPIN,CHAROEN POKPHAND INDONESIA Tbk,CHAROEN POKPHAND INDONESIA GROUP,9.106.385.410,"55,53",L,CP
27-Feb-2026,CPIN,CHAROEN POKPHAND INDONESIA Tbk,UBS AG SINGAPORE BRANCH,980.766.200,"5,98",A,IB
27-Feb-2026,CPIN,CHAROEN POKPHAND INDONESIA Tbk,PT LEAP GLOBAL CAPITAL,768.442.400,"4,69",L,CP
27-Feb-2026,CPIN,CHAROEN POKPHAND INDONESIA Tbk,DBS BANK LTD.,719.421.300,"4,39",A,IB
27-Feb-2026,CPIN,CHAROEN POKPHAND INDONESIA Tbk,UNITED OVERSEAS BANK NOMINEES (PRIVATE) LIMITED,704.137.300,"4,29",A,CP
27-Feb-2026,CPIN,CHAROEN POKPHAND INDONESIA Tbk,RBC SINGAPORE - CLIENTS A/C,681.950.000,"4,16",A,IB
27-Feb-2026,CPIN,CHAROEN POKPHAND INDONESIA Tbk,BONHAM NOMINEES PTE LTD,512.963.540,"3,13",A,CP
27-Feb-2026,CPIN,CHAROEN POKPHAND INDONESIA Tbk,UOB KAY HIAN PRIVATE LIMITED,392.577.420,"2,39",A,SC
27-Feb-2026,CPIN,CHAROEN POKPHAND INDONESIA Tbk,DJS KETENAGAKERJAAN PROGRAM JAMINAN PENSIUN,263.754.700,"1,61",L,IS
27-Feb-2026,CPRI,CAPRI NUSA SATU PROPERTI Tbk,PT RDW GLOBAL INVESTASI d/h PT INDIGO SUPER MEKANIKA,1.732.500.000,"71,20",,
27-Feb-2026,CPRI,CAPRI NUSA SATU PROPERTI Tbk,UOB KAY HIAN PRIVATE LIMITED,118.591.000,"4,87",A,SC
27-Feb-2026,CPRI,CAPRI NUSA SATU PROPERTI Tbk,REKSA DANA EMCO MANTAP,37.119.200,"1,53",L,MF
27-Feb-2026,CPRO,CENTRAL PROTEINAPRIMA Tbk,PT CENTRAL PANGAN PRIMA,26.898.933.014,"45,15",L,CP
27-Feb-2026,CPRO,CENTRAL PROTEINAPRIMA Tbk,UOB KAY HIAN PRIVATE LIMITED,2.903.900.000,"4,87",A,SC
27-Feb-2026,CPRO,CENTRAL PROTEINAPRIMA Tbk,DBS BANK LTD.,2.894.065.000,"4,86",A,IB
27-Feb-2026,CPRO,CENTRAL PROTEINAPRIMA Tbk,CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,2.781.941.900,"4,67",A,IB
